# Sampling period is 1000000 ns
pid.s.feedback;spindle-vel-fb-rpm-abs-filtered;pid.s.error
97.24473257698543;97.24473257698543;2.77777777777777
94.85094850948511;94.85094850948511;2.75526742301457
98.73834339001645;98.73834339001645;5.14905149051489
96.64058904739991;96.64058904739991;1.26165660998355
96.10250934329953;96.10250934329953;3.35941095260009
98.31460674157304;98.31460674157304;3.89749065670047
95.23809523809524;95.23809523809524;1.68539325842696
99.44751381215470;99.44751381215470;4.76190476190476
96.72961768770153;96.72961768770153;0.55248618784530
96.05122732123800;96.05122732123800;3.27038231229847
97.81089892873777;97.81089892873777;3.94877267876200
94.83667017913594;94.83667017913594;2.18910107126223
97.90209790209792;97.90209790209792;5.16332982086406
98.14612868047983;98.14612868047983;2.09790209790208
95.89041095890411;95.89041095890411;1.85387131952017
99.72299168975070;99.72299168975070;4.10958904109589
97.44779582366590;97.44779582366590;0.27700831024930
96.61835748792272;96.61835748792272;2.55220417633410
98.22263797942004;98.22263797942004;3.38164251207728
95.23809523809524;95.23809523809524;1.77736202057996
98.08500700607193;98.08500700607193;4.76190476190476
98.68421052631579;98.68421052631579;1.91499299392807
96.19789280806229;96.19789280806229;1.31578947368421
100.22271714922050;100.22271714922050;3.80210719193771
98.08500700607193;98.08500700607193;-0.22271714922050
97.34991887506760;97.34991887506760;1.91499299392807
99.19697685403874;99.19697685403874;2.65008112493240
97.85647716682200;97.85647716682200;0.80302314596126
96.77419354838710;96.77419354838710;2.14352283317800
98.82352941176471;98.82352941176471;3.22580645161290
95.54140127388536;95.54140127388536;1.17647058823529
98.96324222431669;98.96324222431669;4.45859872611464
99.11894273127754;99.11894273127754;1.03675777568331
96.59613615455383;96.59613615455383;0.88105726872246
100.50251256281408;100.50251256281408;3.40386384544617
98.08500700607193;98.08500700607193;-0.50251256281408
97.03504043126686;97.03504043126686;1.91499299392807
98.91662741403674;98.91662741403674;2.96495956873314
95.59214020180565;95.59214020180565;1.08337258596326
98.59154929577466;98.59154929577466;4.40785979819435
98.73834339001645;98.73834339001645;1.40845070422534
96.24197983501375;96.24197983501375;1.26165660998355
99.10335063709297;99.10335063709297;3.75802016498625
99.22822491730983;99.22822491730983;0.89664936290703
96.59613615455383;96.59613615455383;0.77177508269017
100.44642857142858;100.44642857142858;3.40386384544617
97.71986970684040;97.71986970684040;-0.44642857142858
96.82625067240453;96.82625067240453;2.28013029315960
98.54528390427029;98.54528390427029;3.17374932759547
95.54140127388536;95.54140127388536;1.45471609572971
98.68421052631578;98.68421052631578;4.45859872611464
98.73834339001645;98.73834339001645;1.31578947368422
96.50735294117646;96.50735294117646;1.26165660998355
100.33444816053512;100.33444816053512;3.49264705882354
97.76536312849164;97.76536312849164;-0.33444816053512
97.08737864077671;97.08737864077671;2.23463687150836
98.68421052631578;98.68421052631578;2.91262135922329
95.44008483563097;95.44008483563097;1.31578947368422
